"ÃÂÂIndex","Address","City","State","Zipcode","AUTO_UNIQUE_ID_2019-12-02_dbmsmsba_nyc","Source","UpdatedGeocoding","TimeTaken","TransactionId","Version","ErrorMessage","Latitude","Longitude","MatchType","MatchedLocationType","FeatureMatchingResultType","InterpolationType","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","GeocodeQualityType","FeatureMatchingHierarchy","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","FeatureMatchingResultTypeTieBreakingNotes","TieHandlingStrategyType","RegionSize","RegionSizeUnits","naaccrQualCode","naaccrQualType"
"4805","161 Grand St NYC","New York","NY","",795,"USCGeocoder",1,1156.379,"","4.1","",40.7198,-73.9988,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","4","","ReturnAll","0","Meters","00","AddressPoint"
"4811","W 11th Ave NYC","New York","NY","",796,"USCGeocoder",1,31.232,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"4812","764 Amsterdam Ave NYC","New York","NY","",797,"USCGeocoder",1,406.2487,"","4.1","",40.795,-73.9699,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"4826","307 W 38th St NYC","New York","NY","",798,"USCGeocoder",1,187.3977,"","4.1","",40.7550733,-73.9922256,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"4832","1307 3rd Ave NYC","New York","NY","",799,"USCGeocoder",1,187.5913,"","4.1","",40.7715115,-73.9591037,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"4841","500 Lexington Ave NYC","New York","NY","",800,"USCGeocoder",1,984.3677,"","4.1","",40.755,-73.9736,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","4","","ReturnAll","0","Meters","00","AddressPoint"
"4845","519 W 135th St NYC","New York","NY","",801,"USCGeocoder",1,281.0313,"","4.1","",40.8196492,-73.9535451,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"4848","1588 2nd Ave NYC","New York","NY","",802,"USCGeocoder",1,218.2196,"","4.1","",40.7754267,-73.9533112,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"4857","","New York","NY","",803,"USCGeocoder",1,31.2013,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_CITY","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"4871","15 E 21st St NYC","New York","NY","",804,"USCGeocoder",1,218.8209,"","4.1","",40.7398455,-73.9892667,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"4872","E Morningside Ave NYC","New York","NY","",805,"USCGeocoder",1,31.0346,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"4879","24 Central Park South NYC","New York","NY","",806,"USCGeocoder",1,578.1281,"","4.1","",40.7649,-73.9749,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","RoofTop","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"4886","455 MAIN ST NYC","New York","NY","",807,"USCGeocoder",1,1047.0101,"","4.1","",40.7593,-73.9522,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","4","","ReturnAll","0","Meters","00","AddressPoint"
"4890","195 9th Ave NYC","New York","NY","",808,"USCGeocoder",1,187.442,"","4.1","",40.745736,-74.0020947,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"4894","59 W 21st St NYC","New York","NY","",809,"USCGeocoder",1,203.1373,"","4.1","",40.741521,-73.9932487,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"4911","371 Madison St NYC","New York","NY","",810,"USCGeocoder",1,1078.0402,"","4.1","",40.7136,-73.981,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","3","","ReturnAll","0","Meters","00","AddressPoint"
"4918","5 Dey St NYC","New York","NY","",811,"USCGeocoder",1,203.1352,"","4.1","",40.7105689776406,-74.0100078321256,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"4920","449 E 78th St NYC","New York","NY","",812,"USCGeocoder",1,187.5017,"","4.1","",40.7709722,-73.9512996,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"4924","2734 Broadway NYC","New York","NY","",813,"USCGeocoder",1,62.4067,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"4940","500 E 117th St NYC","New York","NY","",814,"USCGeocoder",1,281.2354,"","4.1","",40.7955225,-73.9324159,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"4946","1875 Lexington Ave NYC","New York","NY","",815,"USCGeocoder",1,453.0488,"","4.1","",40.7991,-73.9411,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"4951","425 E 67th St NYC","New York","NY","",816,"USCGeocoder",1,156.0942,"","4.1","",40.7642645,-73.9572349,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"4962","342 W 37th St NYC","New York","NY","",817,"USCGeocoder",1,172.0696,"","4.1","",40.7548226,-73.9940715,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"4966","213 7th Ave NYC","New York","NY","",818,"USCGeocoder",1,531.248,"","4.1","",40.6701644,-73.9786671,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"4972","1590 Madison Ave NYC","New York","NY","",819,"USCGeocoder",1,499.7157,"","4.1","",40.794,-73.9494,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"4973","150 Bowery NYC","New York","NY","",820,"USCGeocoder",1,297.0023,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"4981","10 E 23rd St NYC","New York","NY","",821,"USCGeocoder",1,218.5191,"","4.1","",40.7408929,-73.9884299,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"4985","233 W 83rd St NYC","New York","NY","",822,"USCGeocoder",1,218.8177,"","4.1","",40.7866122,-73.9782619,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"4990","416 3rd Ave NYC","New York","NY","",823,"USCGeocoder",1,187.4579,"","4.1","",40.7430888,-73.9803136,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"4994","1430 3rd Ave NYC","New York","NY","",824,"USCGeocoder",1,187.7306,"","4.1","",40.7757955,-73.956411,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"4996","935 8th Ave NYC","New York","NY","",825,"USCGeocoder",1,203.11,"","4.1","",40.7657139,-73.9838344,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"4998","1309 Lexington Ave NYC","New York","NY","",826,"USCGeocoder",1,515.6273,"","4.1","",40.7806,-73.9546,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"5014","220 W 31st St NYC","New York","NY","",827,"USCGeocoder",1,203.2765,"","4.1","",40.7494986,-73.993225,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"5021","275 3rd Ave NYC","New York","NY","",828,"USCGeocoder",1,203.122,"","4.1","",40.737924,-73.9835828,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"5023","152 W 24th St NYC","New York","NY","",829,"USCGeocoder",1,218.7502,"","4.1","",40.7443951,-73.9945533,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"5029","1626 3rd Ave NYC","New York","NY","",830,"USCGeocoder",1,203.1192,"","4.1","",40.7822992,-73.951665,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"5041","S E 101st St NYC","New York","NY","",831,"USCGeocoder",1,15.9578,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"5043","27 Bridge St NYC","New York","NY","",832,"USCGeocoder",1,656.1286,"","4.1","",40.7038,-74.0123,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","RoofTop","FeatureClassBased","","","3","","ReturnAll","0","Meters","00","AddressPoint"
"5044","300 2nd Ave NYC","New York","NY","",833,"USCGeocoder",1,109.344,"","4.1","",40.7342404093403,-73.9834525423308,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","1","","ReturnAll","1800.07639730116","Meters","03","StreetSegmentInterpolation"
"5046","395 Broadway NYC","New York","NY","",834,"USCGeocoder",1,93.7815,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"5049","710 W 168th St NYC","New York","NY","",835,"USCGeocoder",1,234.4108,"","4.1","",40.8422829,-73.9430637,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"5058","419 E 70th St NYC","New York","NY","",836,"USCGeocoder",1,203.0798,"","4.1","",40.7660355,-73.9556383,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"5059","165 Orchard St NYC","New York","NY","",837,"USCGeocoder",1,515.6498,"","4.1","",40.7212,-73.9888,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"5060","577 Hudson St NYC","New York","NY","",838,"USCGeocoder",1,499.8751,"","4.1","",40.7362,-74.0061,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"5062","2171 3rd Ave NYC","New York","NY","",839,"USCGeocoder",1,187.6375,"","4.1","",40.7994074,-73.9387384,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"5066","E 7th Ave NYC","New York","NY","",840,"USCGeocoder",1,31.191,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"5069","N E 55th St NYC","New York","NY","",841,"USCGeocoder",1,31.4889,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"5079","153 Orchard St NYC","New York","NY","",842,"USCGeocoder",1,515.6189,"","4.1","",40.7208,-73.989,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"5082","167 Amsterdam Ave NYC","New York","NY","",843,"USCGeocoder",1,531.2541,"","4.1","",40.7757,-73.9835,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"5087","510 Laguardia Pl NYC","New York","NY","",844,"USCGeocoder",1,374.9967,"","4.1","",40.7279,-73.9993,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"5098","E Pearl St NYC","New York","NY","",845,"USCGeocoder",1,31.4709,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"5110","1435 1st Ave NYC","New York","NY","",846,"USCGeocoder",1,218.8636,"","4.1","",40.76948,-73.9549928,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"5117","111 W 96th St NYC","New York","NY","",847,"USCGeocoder",1,218.7283,"","4.1","",40.7933493,-73.9682687,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"5127","1355 1st Ave NYC","New York","NY","",848,"USCGeocoder",1,234.511,"","4.1","",40.7683039,-73.955856,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"5129","110 E 28th St NYC","New York","NY","",849,"USCGeocoder",1,218.785,"","4.1","",40.7462087,-73.9912194,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","93.1952662721894","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"5137","692 Madison Ave NYC","New York","NY","",850,"USCGeocoder",1,546.8135,"","4.1","",40.7657,-73.9701,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"5155","","New York","NY","",851,"USCGeocoder",1,15.4766,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_CITY","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"5166","1351 Park Ave NYC","New York","NY","",852,"USCGeocoder",1,484.2599,"","4.1","",40.79,-73.9497,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"5182","178 Church St NYC","New York","NY","",853,"USCGeocoder",1,187.5092,"","4.1","",40.7156741,-74.0075628,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"5186","429 Greenwich St NYC","New York","NY","",854,"USCGeocoder",1,499.8014,"","4.1","",40.7224,-74.0096,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"5188","S W 44th St NYC","New York","NY","",855,"USCGeocoder",1,31.0852,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"5193","235 Fort Washington Ave NYC","New York","NY","",856,"USCGeocoder",1,515.6145,"","4.1","",40.8431,-73.942,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"5196","E West St NYC","New York","NY","",857,"USCGeocoder",1,31.2684,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"5197","8 Penn Plz NYC","New York","NY","",858,"USCGeocoder",1,546.9214,"","4.1","",40.7511,-73.994,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"5201","240 W 57th St NYC","New York","NY","",859,"USCGeocoder",1,93.9395,"","4.1","",40.7661274564828,-73.9817018633191,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","1","","ReturnAll","3814.85552753601","Meters","03","StreetSegmentInterpolation"
"5203","N W 113th St NYC","New York","NY","",860,"USCGeocoder",1,31.2223,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"5208","137 1st Ave NYC","New York","NY","",861,"USCGeocoder",1,249.8091,"","4.1","",40.7279281,-73.9852836,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"5209","394 6th Ave NYC","New York","NY","",862,"USCGeocoder",1,171.5018,"","4.1","",40.669449,-73.982961,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"5214","E York Ave NYC","New York","NY","",863,"USCGeocoder",1,31.0867,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"5226","80 Gold St NYC","New York","NY","",864,"USCGeocoder",1,562.3863,"","4.1","",40.7098,-74.0044,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"5234","142 W 57th St NYC","New York","NY","",865,"USCGeocoder",1,187.5279,"","4.1","",40.7649282,-73.9790448,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"5238","162 5th Ave NYC","New York","NY","",866,"USCGeocoder",1,562.4105,"","4.1","",40.7404832,-73.9905849,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"5259","281 Edgecombe Ave NYC","New York","NY","",867,"USCGeocoder",1,500.2084,"","4.1","",40.8245,-73.9434,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"5264","80 4th Ave NYC","New York","NY","",868,"USCGeocoder",1,593.7339,"","4.1","",40.7316658,-73.9905005,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"5278","120 W 116th St NYC","New York","NY","",869,"USCGeocoder",1,312.4909,"","4.1","",40.8024598,-73.9511296,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"5287","2116 7th Ave NYC","New York","NY","",870,"USCGeocoder",1,78.1057,"","4.1","",40.8091365679854,-73.9483184176549,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","1","","ReturnAll","2012.77403009194","Meters","03","StreetSegmentInterpolation"
